label	sentence
2	"Debussy 's answer to a journalist who asked if he was familiar with heaven -- ` yes , but I do n't natter <head>about</head> it with strangers "" - is not so silly as it sounds ."
2	She resigned finally from the co-operative over a minor political skirmish <head>about</head> which rooms in the shop would be open to men .
2	One slide about careless talk and spies immediately provoked comments <head>about</head> an episode from Dad 's Army .
2	` I remain confident <head>about</head> my ability to do the business at Premier League level , and suddenly I 've got the chance to prove this self-belief is not misplaced .
2	The discussion was general ; Jenny talked <head>about</head> her flying experiences whilst Billie reminisced about the warmth of her native Southern California .
2	In fact Elisa was not being entirely honest <head>about</head> her situation .
2	Outside , she and Oliver whispered <head>about</head> Shildon .
2	But the majority were either dissatisfied or upset <head>about</head> a number of aspects of the way they had been treated during the assessment process .
2	Following his hunch <head>about</head> a probable escape route from the estate , one party entered the woods and followed the line of the perimeter fence to its north-eastern limit .
2	The Labour party has become ever so coy <head>about</head> the details of its renationalisation plans .
2	Once the client has received his or her compensation , they are often prepared to be quite candid <head>about</head> the way the case was handled .
2	Once the child has calmed down the parent can make a brief comment <head>about</head> it all being over now and then continue as if the tantrum had not occurred .
2	But his enthusiasm is far more apparent when he speaks <head>about</head> Christopher -- who has a non-verbal IQ of between 40 and 70 -- and their extraordinary first meeting .
2	But some of the headmasters have a deliberate multi-denominational policy in terms of ethos and curriculum and the schools do provide multi-denominational settings which , if researched , could throw light on debates <head>about</head> denominational and shared schools .
2	I 'll tell them malicious gossip <head>about</head> the rest of the club and I 'll become a kind of mascot .
2	"I know you 're unhappy , but you ca n't sit indoors and brood <head>about</head> it all day . """
2	Second , MPs moan <head>about</head> the cramped conditions they work in .
2	In spite of all this , the design process itself is often thought about and executed without any formal considerations <head>about</head> people .
2	"Increased awareness of ` green "" issues , together with fierce competition , means consumers are more discerning <head>about</head> the environmental impact of the products they buy ."
2	Funny -- I remember that I was more shocked <head>about</head> the child .
2	Miller was confident <head>about</head> his coaching abilities but lacked the management skills needed to run a Premier club .
2	As we pass a couple of girl guests clad in complete colour-coordinated beachwear outfits , they whisper <head>about</head> us .
0	He unlatched his web again and swam <head>about</head> the cockpit , fielding flotsam .
2	I was aware of the enormous distances , especially for those in the West , although I learned a lot more <head>about</head> this simply be being there .
2	There is a conference <head>about</head> the collar , then the jacket disappears to reappear worn by Gisela , teamed with white cotton drill cycling shorts .
2	Yesterday , speaking exclusively to TODAY , Mandy revealed how shocked she was by Wyman 's decision to speak <head>about</head> his marriage break-up .
2	She told <head>about</head> the shame , and the heartbreaking decision she was forced to make under duress .
2	Moreover there was gossip <head>about</head> the two which disgusted me .
0	He raised his wings and clattered <head>about</head> his cage , dashing his talons and beak against the bars and wire mesh to make as much noise as possible .
2	He chattered <head>about</head> bills of sale , the purchase of canvas and parchment , the cost of carters and the money needed for ship and crew .
0	The second rectangle is first imagined as superimposed on the first then moved vertically downwards 1 cm and rotated 45 degrees clockwise <head>about</head> its own top left corner .
2	The attempt at honesty <head>about</head> Chernobyl had strict limits , and was neither thorough nor consistent ; but it was a break , never mind an incomplete one , with the Soviet past .
2	When I got there they moaned <head>about</head> all the clothes and stuff I had , because you have to take everything with you when they move you about .
2	"I felt quite depressed <head>about</head> it . """
2	"Be honest <head>about</head> your own feelings ? """
2	So let me begin by making some impressionistic guesses <head>about</head> the views women do in fact currently hold on morality .
2	Those who thought it would fall to pieces within 5000 miles were confounded , even if those who hoped it would sail the test with BMW-like dependability could hardly crow <head>about</head> its reliability record .
2	The Democratic Unionist Leader , the Reverend Ian Paisley , has been suspended from Westminster for five days after refusing to withdraw accusations <head>about</head> Sir Patrick Mayhew .
0	Her hair looked wonderful as she darted <head>about</head> the stage and she was at her best in the gypsy dance .
0	With a sob , Theda flung her arms <head>about</head> his neck and buried her face in his shoulder .
2	Barrymore reported something interesting <head>about</head> the footprints .
0	Later , crippled by paralysis , he could only hobble <head>about</head> the streets , before being confined to his room in Brighton .
2	And Fry was straightforward <head>about</head> his own perceptions .
2	Nevertheless , if we are ever to make new discoveries <head>about</head> intonation , it will be as a result of studying what people actually say rather than inventing examples of what they might say .
2	The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad <head>about</head> the plan .
2	It was Peters who chided him <head>about</head> his frail physique , which led to his regular attendance at August 's Gymnasium , which was in the basement of Apley Hall .
2	The announcements <head>about</head> Princess Margaret's divorce and Anne's break-up came only after solicitors had agreed terms.
2	Whatever the strength of Phillip 's affection for Marje , he was open <head>about</head> the void that Meli had left in his life .
2	Lucy wished her father would forget <head>about</head> the whole matter and leave it to the police .
2	Her last nurses did not tell her <head>about</head> her daughter 's terrible fate .
2	You knew he was smart <head>about</head> cars ; he was savvy about life too .
2	"Typical of his remarks <head>about</head> Richard Baxter is : ` This is an old rogue , and hath poisoned the world with his Kidderminster doctrine he deserves to be whipped through the city . """
2	They also contacted Port Vale <head>about</head> Keith Houchen , but the Midlands club were only interested in a part-exchange deal .
2	And such a sentence need n't be confined to the characters of the Bible ; words like those ought to be part of the way that you and I speak <head>about</head> our lives .
2	Like so many kindly , amiable people , he was a confirmed gossip and loved to prattle <head>about</head> his friends ' affairs .
2	"He complained <head>about</head> Tory colleagues : ` They do n't know what it is to run out of money at the end of the week . """
2	Lessing -- for us the first of these theoreticians -- is quite frank <head>about</head> the strictly functional purpose of his concern with Aristotle .
2	He was midway through a wobbly answer <head>about</head> sex , about losing his virginity .
2	"Lectures <head>about</head> this type of library material tend to sound like a catalogue of unfamiliar names -- the ` catalogue aria "" ."
2	Sue gets cross <head>about</head> that .
2	"` We knew nothing <head>about</head> Paul Mason or Jennifer 's involvement with him , "" said Rachel slowly ."
2	And I ' m fairly canny <head>about</head> my career , despite what you might think .
2	He had wondered , also , how much the mediciner had been able to guess <head>about</head> his own mind and nature .
2	He did n't support our strikes and we used to row <head>about</head> it , but not now .
2	Mrs Maybury was quite scathing <head>about</head> it , but she is a little old-fashioned , and times have changed .
2	What are your beliefs <head>about</head> these emotions ?
2	The lies , omissions , and distortions which used to characterise historical research and teaching have come to an end and , with every day , honesty <head>about</head> the past is capturing more territory .
2	I 've been brooding <head>about</head> that myself ever since I heard .
2	"` You 're still brooding <head>about</head> Rosie , are n't you ? "" he said ."
2	They were still unsure <head>about</head> what to put on the B-side , and only made a final decision as they travelled to the recording studio on the bus .
2	"They 're a bit embarrassed <head>about</head> us doing their work for them . """
2	Yet her father was being stupid , bragging <head>about</head> the business .
2	Wafting vague answers <head>about</head> DNA are totally inadequate in the face of such mysteries .
2	They also had a deep suspicion <head>about</head> anyone wearing a bandage and would go to great lengths to find out why one was really wearing it .
2	Its purpose will be to inform interested parties <head>about</head> the company 's history , current activities and production facilities , profiles of key employees and financial performance including current position and anticipated future prospects .
0	It is then rotated 90 degrees clockwise <head>about</head> its lowest corner .
2	We know that the patient who can show distress <head>about</head> their condition , talk about it and share anxiety has a much faster recovery rate than one who suppresses such feelings .
2	He said he would make an announcement <head>about</head> his plans on Wednesday.
2	David acknowledged the complexity of Peru 's problems yet he remained an optimist , becoming most heated when he talked <head>about</head> those who repeated endlessly that Peru was a poor country .
2	RECENT Tory boasts <head>about</head> the health service simply wo n't stand up to close scrutiny .
2	Answers <head>about</head> personal qualities and abilities are harder to interpret , although experience does make it easier .
2	` I 'm sorry <head>about</head> that , ma'am .
0	"He follows me <head>about</head> all day . """
2	In the February issue of The Art Newspaper , you published an entertaining article <head>about</head> expertises .
2	And when the rain threatened to overflow our collective high water mark , we adjourned for coffee and a chat <head>about</head> Neil Kinnock .
2	All you did was sit round like some old colonel in an Agatha Christie book , bellowing <head>about</head> the country going to the dogs .
2	"I heard an older couple joking <head>about</head> it : ` I do n't care what kind of burial I have , "" he said , ` as long as I 'm on top of her . """
2	It was obvious from that answer that the Secretary of State has nothing whatsoever to say <head>about</head> steel .
2	There must always be the fear that , however good a writer may be involved , the depiction of mental handicap will be unrealistic because the writer will have no real understanding <head>about</head> the subject .
2	Mr Groenewald 's boast <head>about</head> hundreds of thousands of white soldiers assumes rather too blithely that ex-conscripts will rally to the cause .
0	I listened to the flies buzzing <head>about</head> me and the murmur of the bees in the clover as they tumbled at our feet .
2	Lewis also had to contend with tabloid reports <head>about</head> an off-screen romance between her boyfriend and Geena Davis during the shooting of Thelma Louise .
0	Mr Shepherd appeared in my office with my son -- said he 'd found him roaming <head>about</head> the factory .
2	In order to draw causal inferences <head>about</head> the educational consequences of being in care , a longitudinal study has been designed .
1	Allegations and denials <head>about</head> country hideaways , romantic recordings and Princess Di 's secret assignations fly in all directions .
0	Hector , for once restricted to the floor , gave a yelp of greeting and came to frolic <head>about</head> Theda 's feet .
2	He was not to know that because she never spoke <head>about</head> her feelings , she could not express them on demand .
0	He hopped <head>about</head> the grass , gnawing one piece after another , eating the green tops along with the slices .
2	Those advertisements were still there , plugging temp agencies , breath fresheners , computer dating , a lurid paperback <head>about</head> anthropophagous slugs , holiday firms
2	The Act is silent <head>about</head> the criteria for admission to membership .
2	He ca n't give me any straight answers <head>about</head> all this because he is only concerned with the state-run prison service .
2	Write yourself a new script in which you are open and honest <head>about</head> your anger .
2	Every few years , people in industrial circles murmur <head>about</head> what would happen if supplies were cut off , for political or commercial reasons .
2	She loved everything <head>about</head> this man , and when he took her she tried to stifle the cry of pain .
2	And it was certainly an improvement on my thoughts <head>about</head> the core curriculum .
2	He stopped fretting <head>about</head> his life and about the future , about what was good or bad in it .
2	In the remainder of this chapter I will report some of the attitudes and beliefs <head>about</head> language expressed by some of my young informants .
2	How could she be concerned <head>about</head> the choice of jam ?
2	Lord Carrington resigned as Foreign Secretary , pre-empting a distracting row <head>about</head> who was to blame , leaving the Prime Minister unambiguously in charge of policy .
2	Improved communication <head>about</head> children and the problems which they faced outside school was not simply a consequence of a rapidly changing society .
2	He 'd taken her to church , he 'd taken her to lunch and she had n't been particularly gracious <head>about</head> any of it .
2	Few in the finance ministry will fret <head>about</head> this .
1	The conventions <head>about</head> what counts as a convincing argument vary with time and place .
2	She was convinced now that her husband had been working on a book <head>about</head> The Hell Fire Club and
2	At one level , Bob and Joan Halton rowed <head>about</head> his old car and his mother .
2	Waller , still retreating , turning away to go back into his room , had mumbled something <head>about</head> something or other .
2	Here evolutionary science was fully integrated with moral pronouncements <head>about</head> society 's future progress or decline .
2	"I 'll get our contracts department to ring you <head>about</head> a fee """
2	Afterwards he was reticent <head>about</head> the ill-fortune which has plagued him .
2	Falk advances these principles in the awareness that , pending the actual abolition of nuclear weapons , a different , and much more dangerous conclusion can be drawn from the argument <head>about</head> the illegality of nuclear weapons .
2	He kept babbling then <head>about</head> some fiend that had taken possession of him .
2	This means you can be quite certain <head>about</head> total success , relative success and failure and , therefore , be in a better position to learn from experience .
2	There have been reports <head>about</head> an increasing number of people suffering from food poisoning and accusing fingers have been pointed at food manufacturers , distributors , caterers and even consumers .
2	Macmillan was very frank <head>about</head> his personal preference .
2	He was most understanding <head>about</head> the needs of our party .
2	What is so touching <head>about</head> these poems is the contrast that they express .
0	Exhausted but high on adrenalin , he would roam <head>about</head> the house unable to sleep .
2	Kohler thought that insight , or sudden understanding <head>about</head> what is required to produce a desired effect was shown by the chimpanzees in his experiments .
2	If you have a query <head>about</head> information mentioned in a particular feature ask the person who wrote it !
2	There was no intention to be secretive <head>about</head> the Iraqi contract and there is no cover up .
2	Apart from all the weird letters I get from Scotsman readers , there are continuous phone calls to my house , maniacal voices who scream hoarsely <head>about</head> deadlines and copy .
0	Interpretive dancers rushed <head>about</head> the chamber , waving their arms and trying to keep the fruit piled on their headdresses from coming loose .
0	Some days , when it 's damp , he has to use the stick inside , too , and I can hear him clacking <head>about</head> the uncarpeted rooms and corridors of the house ; a hollow noise , going from place to place .
2	In spite of the recent spat <head>about</head> Government taking a slice off the hill and upland ewe subsidies , farming is an industry deeply indebted to Government .
2	By anybody 's reckoning , she still had another week in which to go through agonies <head>about</head> it .
2	Both books imply what childhood should be like by being very straightforward <head>about</head> the present reality for all too many of the world 's children .
2	The record of his own work and ideas meant that the only dull part of this programme was a tired , conventional exchange <head>about</head> the balance between pure and applied research .
2	As they headed off on their Whitsun holiday , backbenchers were already muttering <head>about</head> the next shake-up .
2	It would appear that , while there is a growing increase in awareness <head>about</head> the importance of evaluation in library user education programmes , many librarians still do not systematically evaluate their programmes .
0	They skipped <head>about</head> my feet , a flock of lambs
0	Julia , not wanting to have to think of Anthony any longer , got out of her chair and prowled <head>about</head> the big dark kitchen .
2	I would even say something nice <head>about</head> his new-fangled haircut if he were to say something hopeful to the London borough of Newham .
2	"` If you so much as whisper a word <head>about</head> Dame Agatha to the Lady Maeve , you will regret the day I ever plucked you out of Newgate ! """
2	The Israeli Peace Now movement condemned the decision , but defence sources said the order was based on detailed reports <head>about</head> Mr Husseini 's political activities .
2	After he got home to Scotland he would write <head>about</head> Elsie , perhaps not just for the paper but for himself too .
2	He speaks <head>about</head> the archaeological finds that have been made in Cyprus 's mines -- the reed ore baskets , the wooden winches and woven ropes , the skeletons cramped in galleries less than one metre high .
2	"So , in making their denials , they often make unseemly proclamations <head>about</head> their own heterosexuality , in the worst cases ( only too common ) dis themselves from ` radical feminists "" ( read lesbians ) and presenting themselves as the ones who are the reasonable moderates ."
0	It must be the influence of Jekyll and Hyde , which has been strong since John Barrymore grew long teeth and took to scuttling <head>about</head> dark expressionist streets , bashing and killing .
1	This found that girls who had felt isolated and embarrassed about being pregnant or having babies felt less stigma <head>about</head> this after they had attended the units and could take a much more realistic view of their situation .
2	The Yorkshire Television switchboard in Leeds with its myriad lines had been jammed all day with calls <head>about</head> Hannah .
0	He glanced nervously <head>about</head> him but it was 2. a.m. and Dobson and the other yobs had long gone .
2	Just before his own death Asimov completed Forward the Foundation , a new novel <head>about</head> Seldon 's last years .
0	He saw Owen redden with pleasure , and laughed , flinging an arm <head>about</head> his shoulders so forgetfully that it was a worthy as well as a willing sacrifice Owen made for him , containing the pain of the embrace .
2	If lawyers think a particular proposition <head>about</head> legislation is true by convention , they will not think they need any substantive reason for accepting it .
2	"Why be coy <head>about</head> it ? """
2	He jabbered <head>about</head> football for the first five minutes to smother her angry silence .
2	As I write there are a few small , unexcited newspaper reports <head>about</head> the progress of peace talks taking place , under the aegis of ex-President Jimmy Carter , in Atlanta , Georgia .
2	He allowed himself , or claimed to allow himself , no beliefs <head>about</head> the world which could n't be justified if , if , even if only in a very loose sense , by scientific canons of procedure .
2	The French , having been victims of German occupation , were much less certain <head>about</head> this policy .
2	The middle of the passage was , however , rather different since it concerned a motorcyclist 's deliberations <head>about</head> the nature of empiricism , and it was considerably more difficult to understand .
2	Dameta had taken one look at her heated countenance when she 'd emerged from the pleasance , and had ordered her to bed , muttering <head>about</head> fevers and the carelessness of wandering about in gardens without a mantle .
2	Draw a plan on each page to show where the colour is each month , and add comments <head>about</head> future planting .
2	And this means that they are more confident <head>about</head> their work and really feel they are making progress .
2	So tell the world , and its boredom <head>about</head> your troubles will heal you .
2	Wilkinson 's third case , a rubber-moulding company , exemplifies his contention <head>about</head> the political nature of the process of establishing new patterns of work organisation .
2	Christopher and Francis were deep in conversation <head>about</head> pottery , speaking French .
0	Arriving at the studio at eight o'clock one morning , Boulting saw Finch staggering <head>about</head> the set drunk .
2	` Parul knew he had been with other women and they rowed <head>about</head> it .
0	Books showered <head>about</head> him .
2	He knew Blanche was nervous by her uncharacteristic air of distraction and tried to calm her with compliments <head>about</head> her appearance .
2	It offers access to monied and aristocratic lifestyles , it has the atmosphere and tension of auctions , and it judiciously slips in technical explanations <head>about</head> antiques .
2	She was n't mean <head>about</head> it , she was very grateful to have someone to talk to and I used to try to spend a lot of time with her just to cheer her up -- you know , walk the dog with her and go shopping -- just do all the things that would help .
2	As viewers of this scene we could also have deduced something <head>about</head> the relationship between John and Mary from the way they were sitting together and the way they looked at each other .
2	THE recession has lead to record numbers of couples rowing <head>about</head> money problems , says Prudential .
2	There was a tremendous row <head>about</head> this inside government and Whitehall .
2	There 's no doubt <head>about</head> it , curtains that hang beautifully give an elegant finish to a room .
2	Not only was he going to be absolutely furious <head>about</head> her being in this police station , but she dreaded having to tell her cousin about it too .
2	Now I feel very confident <head>about</head> life .
2	Saidi Safari , a local Muslim trader , came forward to pay the fines but was himself arrested shortly afterwards -- possibly for making critical remarks <head>about</head> the incident .
2	In order to draw causal inferences <head>about</head> the educational consequences of being in care , a longitudinal study has been designed .
2	I also needed to be knowledgeable <head>about</head> the procedures , likely outcomes and prognosis so that I could give full and accurate explanations to Mrs Allen .
1	It can only be a reliance on public ignorance that can allow the Foreign Secretary , Douglas Hurd , and other Tories , to spread lies <head>about</head> the social chapter of the Maastricht treaty .
2	He made the usual inquiries <head>about</head> her health and escaped into the kitchen to make the coffee .
2	` In exchange I 'd love to hear what you know <head>about</head> Sabine Jourdain painting for Durance .
2	"` I like to know everything <head>about</head> everyone . """
2	Corman , who was both producer and director of The Trip , was unsure <head>about</head> Nicholson 's script .
2	Fleischmann said that one of the referees had said that it was nonsense and that the reaction of this referee had made him nervous <head>about</head> the validity of their experiment .
2	Late in 1926 , Herbert returned to South Africa to give lectures <head>about</head> the expedition , illustrated by still photographs and moving pictures .
2	She 'd been close to panicking when Jeff had phoned her <head>about</head> the Sardinia stint .
2	She could hardly have been much of a friend of Liza because , although her daughter had never been forthcoming <head>about</head> her time in the ATS , she had certainly never mentioned an Eleanor Fuller .
2	Religion was the first vehicle for general thoughts <head>about</head> existence .
0	Keith seemed consumed by rage ; he stalked <head>about</head> the house , talking to himself and looking at her occasionally with a red , homicidal fury .
2	His hunch <head>about</head> the morals of blackmailing photographers was right .
2	He checked the door of the church was locked and stood engrossed in his own thoughts <head>about</head> Cranston .
2	Two surveys whose findings are published today show that many voters are unsure <head>about</head> some main planks of Government policy .
2	` Many people will note that British ministers and other politicians are not as outspoken <head>about</head> other deaths arising out of this conflict .
2	` What do I like <head>about</head> her ?
2	He felt no such certainty <head>about</head> Russia .
2	The funny thing was that Uncle George had made no remark <head>about</head> the length of time she 'd been away .
2	And secondly , and very much wrapped up in the same point with this , they 're also coy <head>about</head> the sort of people they 're looking for .
2	Their conversation became more relaxed , drifting from their backgrounds to their jobs to increasingly indiscreet gossip <head>about</head> their colleagues , as the alcohol turned them from new acquaintances into old and trusted friends .
2	In many instances , no doubt , it 's true , but Canon Ian Hardaker , clergy appointments adviser , is refreshingly honest <head>about</head> the need to improve the intellectual calibre of the would- be clergy .
2	` My superiors would have dismissed Graham 's allegations <head>about</head> my past as the ramblings of a broken man .
2	General considerations <head>about</head> this sort of thing .
2	""" I 'm not standing here all day bickering <head>about</head> this ."
2	The fact that they had not fought <head>about</head> it should have announced their despair .
0	He seemed bewildered , shuffled <head>about</head> his room yawning and stretching , and only after several minutes of this focused on Wilson at all .
2	They were a little anxious <head>about</head> the flight over the Timor Sea as their compass had been 10d awry on the outward journey though it was correct at Melbourne .
2	Serious conversation <head>about</head> alcohol is reserved for wine and spirits .
2	Fratter 's ( 1989 ) study indicates that provided practitioners are convinced <head>about</head> the importance of contact , adoptive families may not be too difficult to find .
2	I thought carefully <head>about</head> what he had said .
2	This did n't give the guy a lot of confidence <head>about</head> his bet , but I do n't think the thought of losing had entered Peter 's head .
0	How could it be otherwise , when I have an almost tame squirrel that happily hops <head>about</head> the borders when I 'm feeding or digging ?
2	Possibly monastic writers may have been slightly less chauvinist in outlook ; the St Albans chronicler at least is less effusive <head>about</head> Agincourt , although he too notes the triumphant reception which the King received on his return ( 16 , p.111 ; 22 , p.70 ; 39 , pp.xviii , 98-9 ) .
1	"` The usual catch : did you lie <head>about</head> your criminal record ? """
2	I 'm real disappointed <head>about</head> the letter .
2	Videotapes of school activities are a useful means of communicating <head>about</head> work undertaken at school .
2	I 'm his sister , so I can be blunt <head>about</head> it .
2	A farmer has every right to rant and rave <head>about</head> such clowns .
2	"` Did you know <head>about</head> the heroin in those tubes of toothpaste ? "" he asked ."
2	"She 's in a lot of pain , and is extremely anxious <head>about</head> her condition . """
2	Management 's need for accountability is not satisfied and doctors are uncertain <head>about</head> the balance between their clinical and managerial roles .
0	Pushing himself with indolent grace away from the door , Rourke came into the room and began to rummage <head>about</head> the shelves beneath the counter .
2	Our interest in standard mechanisms for data encoding and exchange need not be driven , then , by altruistic considerations <head>about</head> the value of secondary analysis .
0	Her eyes had rarely left his face , although he was now tramping <head>about</head> the room , gesticulating as he talked .
2	But that English sources are silent <head>about</head> Hiring and trouble in the north in the 980s is not particularly significant : there is much silence in the early history of Northumbria .
2	The allegation <head>about</head> a metal object being contained in one of the bags is new to me .
2	"Only one old lay brother , a hoary old man , mumbled <head>about</head> the abbey being the dark pit for the evil deeds of the Great Ones of the land . """
2	She is careless <head>about</head> her possessions , even though she enjoys them -- the houses , the cars , the money .
2	Teachers of art are more likely to write books of instruction , and in their efforts to educate their students may make comments <head>about</head> the traditions they admire and from which they hope their students will learn .
2	In public they have to boast <head>about</head> the training revolution they are supposedly leading .
2	"The ANC 's elliptical denial that it was ` organisationally implicated "" has done little to calm white people 's doubts <head>about</head> its commitment to the rule of law ."
2	He thought he understood now <head>about</head> Zoser .
2	GERMANS are not often polite <head>about</head> British managers .
2	Because they 're concerned <head>about</head> America 's oil dependence , senior government officials have come to rub shoulders with the advocates of conservation and alternative power sources .
2	Inferences <head>about</head> mind are thus made from descriptions .
0	She watched him for several moments , then looked <head>about</head> the large dining-room , trying to fathom the reason for his actions .
2	Editor , -- There is scarcely an assertion in Richard Smith 's editorial <head>about</head> the General Medical Council ( GMC ) with which I would not take issue .
2	She backed me up when there was the great family war <head>about</head> my future .
2	The army had n't been too pleased <head>about</head> that little episode either .
2	A lawyer will be able to advise you <head>about</head> this .
2	Official reports into local government administration have in the past been extremely coy <head>about</head> the significance of such Partisanship for the matters they investigated .
2	Another Sussex colleague , John Harrison , erm followed this through erm for the nineteenth century , and he 's written <head>about</head> the Shakers and I 've been interested in the Muddletonians and the Ranters .
2	She really was mad <head>about</head> what she 'd just found in her freezer .
0	He got to his feet and paced restlessly <head>about</head> the room , then crouched down before her chair .
2	Many beef farmers in my constituency of Monmouth are deeply anxious <head>about</head> the impact of the MacSharry proposals .
1	"` There are n't any lies <head>about</head> Mudhoney -- except for the shit we make up ourselves . """
2	The main conclusion <head>about</head> education and employment was that purely educational aims came first : schools should not prepare pupils for particular types of employment ; industry itself benefited from the teaching and learning of basic educational skills .
2	I am resisting the temptation to thunder <head>about</head> AIDS being a judgment upon them , etc .
2	I might even have griped <head>about</head> my existence with the Gorengs and thought wistfully of alternatives .
2	A PENSIVE Prince Charles ventures a wry smile yesterday , staying silent <head>about</head> his friendship with Camilla Parker Bowles .
2	There were sensible , scientific explanations <head>about</head> the effect of the changes in air pressure .
2	The Golf Foundation Merit Award Scheme is designed to give young golfers an incentive to improve their technique and also make them more knowledgeable <head>about</head> the Rules and Etiquette .
2	She won her place after impressing the charity with an essay <head>about</head> herself and how she could benefit others .
2	Akitt was uncertain <head>about</head> the timing of the recovery .
2	Sarah made no secret of her past , she even boasted <head>about</head> her many conquests and it seemed that she was leading poor Tom Parks around like a bull with a ring through its nose .
2	Darwin and Wallace came to the same conclusion <head>about</head> archipelago birds .
2	The unprecedented admission <head>about</head> the state of the royal marriage yesterday, on the last day of their Korean tour, was what the Princess of Wales has waited since June 7 to hear.
2	SERAFIN : You sound as if you are making a cautious discovery <head>about</head> your feelings for the first time .
2	There was a damaging row <head>about</head> the requisition for scrap of his wrought-iron gates .
2	That was the date sensational revelations <head>about</head> her unhappy life with Charles were first published in Andrew Morton 's book Diana : Her True Story .
2	The first was a remarkable discovery <head>about</head> Lord of the Flies .
2	Hence there will be an intra-organizational battle <head>about</head> the case for that particular innovation .
2	"You are making a statement <head>about</head> a child and it is going on the child's record. """
